Compound,A,B,In literature,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,μ,target
2863,39,15,False,1,1,0.98,0.86,0.68,1.36,1.9,0.0,2.005573846,-1.879571429,0.809093336,0.485714286,3
2864,39,16,False,1,1,0.98,0.86,0.99,1.36,1.22,0.0,2.255580699,-2.728714286,0.704148175,0.707142857,1
2865,39,17,False,1,1,0.98,0.86,0.89,1.36,1.24,0.0,2.250676638,-2.524571429,0.734897004,0.635714286,2
2866,39,18,False,1,1,0.98,0.86,1.06,1.36,1.2,0.0,2.354367494,-2.873714286,0.684111439,0.757142857,1
2867,39,19,False,1,1,0.98,0.86,0.67,1.36,1.83,0.0,1.999521816,-1.884357143,0.813002,0.478571429,2
2868,39,20,False,1,1,0.98,0.86,0.62,1.36,1.81,0.0,1.974643898,-1.792785714,0.833125811,0.442857143,2
2869,39,21,False,1,1,0.98,0.86,0.94,1.36,1.2,0.0,2.28415608,-2.637142857,0.719194077,0.671428571,1
2870,39,22,False,1,1,0.98,0.86,0.63,1.36,2.01,0.0,1.899964183,-1.7425,0.829021743,0.45,2
2871,39,23,False,1,1,0.98,0.86,0.71,1.36,1.3,0.0,2.027412322,-2.148714286,0.797589639,0.507142857,2
2872,39,24,False,1,1,0.98,0.86,1.11,1.36,2.0,0.0,2.323654714,-2.692285714,0.670483721,0.792857143,1
2873,39,25,False,1,1,0.98,0.86,0.9,1.36,1.23,0.0,2.25865608,-2.547785714,0.7317018,0.642857143,3
2874,39,26,False,1,1,0.98,0.86,0.8,1.36,1.78,0.0,2.147680955,-2.158142857,0.764960972,0.571428571,2
2875,39,27,False,1,1,0.98,0.86,0.63,1.36,2.2,0.0,2.009082787,-1.676,0.829021743,0.45,1
2876,39,28,False,1,1,0.98,0.86,1.38,1.36,0.82,0.0,2.723507129,-3.637571429,0.605364798,0.985714286,2
2877,39,29,False,1,1,0.98,0.86,1.03,1.36,1.1,0.0,2.376509378,-2.849571429,0.692557259,0.735714286,1
2878,39,30,False,1,1,0.98,0.86,0.76,1.36,0.98,0.0,2.095547886,-2.359285714,0.779126916,0.542857143,1
2879,39,31,False,1,1,0.98,0.86,0.86,1.36,1.27,0.0,2.209114963,-2.454928571,0.744652274,0.614285714,2
2880,39,32,False,1,1,0.98,0.86,0.72,1.36,1.31,0.0,2.046489492,-2.164928571,0.793827424,0.514285714,2
2881,39,33,False,1,1,0.98,0.86,0.62,1.36,1.55,0.0,2.16999357,-1.883785714,0.833125811,0.442857143,3
2882,39,34,False,1,1,0.98,0.86,0.62,1.36,2.16,0.0,1.7893,-1.670285714,0.833125811,0.442857143,2
2883,39,35,False,1,1,0.98,0.86,1.02,1.36,0.93,0.0,2.425828064,-2.889357143,0.695419066,0.728571429,2
2884,39,36,False,1,1,0.98,0.86,0.68,1.36,1.6,0.0,1.955055241,-1.984571429,0.809093336,0.485714286,2
2885,39,37,False,1,1,0.98,0.86,0.98,1.36,1.14,0.0,2.320966993,-2.737,0.707106781,0.7,1
2886,39,38,False,1,1,0.98,0.86,0.59,1.36,1.91,0.0,2.103725488,-1.698642857,0.845685497,0.421428571,2
2847,39,39,False,1,1,0.98,0.86,0.86,1.36,1.36,0.0,0.0,-2.423428571,0.744652274,0.614285714,0
2887,39,40,False,1,1,0.98,0.86,0.57,1.36,2.2,0.0,1.954921624,-1.557714286,0.854271137,0.407142857,1
2888,39,41,False,1,1,0.98,0.86,0.91,1.36,1.5,0.0,0.0,-2.473,0.728534259,0.65,1
2889,39,42,False,1,1,0.98,0.86,0.99,1.36,2.33,0.0,2.362863567,-2.340214286,0.704148175,0.707142857,1
2890,39,43,False,1,1,0.98,0.86,0.75,1.36,2.2,0.0,2.04250519,-1.912571429,0.782750762,0.535714286,1
2891,39,44,False,1,1,0.98,0.86,0.97,1.36,1.13,0.0,0.0,-2.720785714,0.710090354,0.692857143,1
2892,39,45,False,1,1,0.98,0.86,0.92,1.36,1.13,0.0,2.340791612,-2.622214286,0.725394026,0.657142857,1
2893,39,46,False,1,1,0.98,0.86,0.67,1.36,2.28,0.0,2.64390067,-1.726857143,0.813002,0.478571429,1
2894,39,47,False,1,1,0.98,0.86,0.83,1.36,1.28,0.0,2.226583834,-2.392285714,0.754670018,0.592857143,1
2895,39,48,False,1,1,0.98,0.86,1.52,1.36,0.82,0.0,2.825996661,-3.913571429,0.576340459,1.085714286,2
2896,39,49,False,1,1,0.98,0.86,0.57,1.36,1.9,0.0,1.98797081,-1.662714286,0.854271137,0.407142857,1
2897,39,50,False,1,1,0.98,0.86,0.61,1.36,2.28,0.0,2.001424352,-1.608571429,0.837270716,0.435714286,1
2898,39,51,False,1,1,0.98,0.86,0.62,1.36,2.2,0.0,2.018753288,-1.656285714,0.833125811,0.442857143,1
2899,39,52,False,1,1,0.98,0.86,0.68,1.36,2.05,0.0,2.075848892,-1.827071429,0.809093336,0.485714286,1
2900,39,53,False,1,1,0.98,0.86,0.75,1.36,1.36,0.0,2.074614707,-2.206571429,0.782750762,0.535714286,2
2901,39,54,False,1,1,0.98,0.86,0.4,1.36,1.9,0.0,1.783360927,-1.327571429,0.9349523,0.285714286,4
2902,39,55,False,1,1,0.98,0.86,0.96,1.36,1.17,0.0,2.311832729,-2.687071429,0.713099212,0.685714286,1
2903,39,56,False,1,1,0.98,0.86,0.69,1.36,1.96,0.0,2.052287148,-1.878285714,0.805222076,0.492857143,1
2904,39,57,False,1,1,0.98,0.86,1.18,1.36,0.95,0.0,2.452968591,-3.197785714,0.652292302,0.842857143,1
2905,39,58,False,1,1,0.98,0.86,0.68,1.36,1.5,0.0,1.956808277,-2.019571429,0.809093336,0.485714286,3
2906,39,59,False,1,1,0.98,0.86,0.84,1.36,1.2,0.0,2.256932729,-2.44,0.751300955,0.6,1
2907,39,60,False,1,1,0.98,0.86,0.6,1.36,1.9,0.0,0.0,-1.721857143,0.84145707,0.428571429,2
2908,39,61,False,1,1,0.98,0.86,0.77,1.36,2.1,0.0,2.115491508,-1.987,0.77553647,0.55,1
2909,39,62,False,1,1,0.98,0.86,0.94,1.36,1.3,0.0,2.246056043,-2.602142857,0.719194077,0.671428571,1
2910,39,63,False,1,1,0.98,0.86,0.71,1.36,1.54,0.0,1.927848949,-2.064714286,0.797589639,0.507142857,2
2911,39,64,False,1,1,0.98,0.86,1.2,1.36,1.62,0.0,2.297683747,-3.002714286,0.647274669,0.857142857,2
2912,39,65,False,1,1,0.98,0.86,0.96,1.36,1.25,0.0,2.119700811,-2.659071429,0.713099212,0.685714286,2
2913,39,66,False,1,1,0.98,0.86,0.85,1.36,1.38,0.0,2.0478,-2.396714286,0.74796184,0.607142857,1
2914,39,67,False,1,1,0.98,0.86,0.64,1.36,1.63,0.0,1.758039163,-1.895214286,0.824957911,0.457142857,2
2915,39,68,False,1,1,0.98,0.86,0.63,1.36,2.36,0.0,1.7456,-1.62,0.829021743,0.45,1
2916,39,69,False,1,1,0.98,0.86,0.9,1.36,1.22,0.0,2.235124352,-2.551285714,0.7317018,0.642857143,1
2917,39,70,False,1,1,0.98,0.86,0.95,1.36,1.1,0.0,2.223980699,-2.691857143,0.716133676,0.678571429,1
2918,39,71,False,1,1,0.98,0.86,0.74,1.36,1.65,0.0,2.096140752,-2.085357143,0.786408476,0.528571429,1
2919,39,72,False,1,1,0.98,0.86,0.72,1.36,1.33,0.0,2.043777903,-2.157928571,0.793827424,0.514285714,2
2921,40,0,False,1,1,0.57,0.57,1.12,2.2,1.1,2.30010892,0.0,-2.348357143,0.55277792,0.8,2
2922,40,1,False,1,1,0.57,0.57,0.95,2.2,1.93,2.30010892,2.488353231,-1.89525,0.59276611,0.678571429,2
2923,40,2,False,1,1,0.57,0.57,0.54,2.2,1.61,2.30010892,1.892894405,-1.275107143,0.718041422,0.385714286,1
2924,40,3,False,1,1,0.57,0.57,0.52,2.2,2.18,2.30010892,1.932227032,-1.125642857,0.72552102,0.371428571,1
2925,40,4,False,1,1,0.57,0.57,0.93,2.2,2.54,2.30010892,2.31369847,-1.737642857,0.597854231,0.664285714,1
2926,40,5,False,1,1,0.57,0.57,0.27,2.2,2.04,2.30010892,1.624661665,-0.736285714,0.834131951,0.192857143,1
2927,40,6,False,1,1,0.57,0.57,1.35,2.2,0.89,2.30010892,2.64009357,-2.775535714,0.506545585,0.964285714,1
2928,40,7,False,1,1,0.57,0.57,0.45,2.2,1.57,2.30010892,1.803349248,-1.132821429,0.752973167,0.321428571,1
2929,40,8,False,1,1,0.57,0.57,0.9,2.2,2.02,2.30010892,2.215655462,-1.793357143,0.60565233,0.642857143,1
2930,40,9,False,1,1,0.57,0.57,1.0,2.2,1.0,2.30010892,2.318139449,-2.168142857,0.580416816,0.714285714,0
2931,40,10,False,1,1,0.57,0.57,0.95,2.2,1.69,2.30010892,2.286435201,-1.944107143,0.59276611,0.678571429,1
2932,40,11,False,1,1,0.57,0.57,0.94,2.2,1.12,2.30010892,2.268642439,-2.043428571,0.595299299,0.671428571,1
2933,40,12,False,1,1,0.57,0.57,0.63,2.2,1.88,2.30010892,1.930310969,-1.370571429,0.686207073,0.45,1
2934,40,13,False,1,1,0.57,0.57,0.58,2.2,1.66,2.30010892,1.960053288,-1.331785714,0.703535535,0.414285714,1
2935,40,14,False,1,1,0.57,0.57,1.67,2.2,0.79,2.30010892,3.009747218,-3.33075,0.453746045,1.192857143,2
2936,40,15,False,1,1,0.57,0.57,0.68,2.2,1.9,2.30010892,2.005573846,-1.450071429,0.669711711,0.485714286,1
2937,40,16,False,1,1,0.57,0.57,0.99,2.2,1.22,2.30010892,2.255580699,-2.106642857,0.582845338,0.707142857,1
2938,40,17,False,1,1,0.57,0.57,0.89,2.2,1.24,2.30010892,2.250676638,-1.935428571,0.6082971,0.635714286,1
2939,40,18,False,1,1,0.57,0.57,1.06,2.2,1.2,2.30010892,2.354367494,-2.227714286,0.566260309,0.757142857,1
2940,40,19,False,1,1,0.57,0.57,0.67,2.2,1.83,2.30010892,1.999521816,-1.447607143,0.672947033,0.478571429,1
2941,40,20,False,1,1,0.57,0.57,0.62,2.2,1.81,2.30010892,1.974643898,-1.368107143,0.689604138,0.442857143,1
2942,40,21,False,1,1,0.57,0.57,0.94,2.2,1.2,2.30010892,2.28415608,-2.027142857,0.595299299,0.671428571,1
2943,40,22,False,1,1,0.57,0.57,0.63,2.2,2.01,2.30010892,1.899964183,-1.344107143,0.686207073,0.45,1
2944,40,23,False,1,1,0.57,0.57,0.71,2.2,1.3,2.30010892,2.027412322,-1.622357143,0.660189744,0.507142857,1
2945,40,24,False,1,1,0.57,0.57,1.11,2.2,2.0,2.30010892,2.323654714,-2.148428571,0.554980223,0.792857143,1
2946,40,25,False,1,1,0.57,0.57,0.9,2.2,1.23,2.30010892,2.25865608,-1.954178571,0.60565233,0.642857143,1
2947,40,26,False,1,1,0.57,0.57,0.8,2.2,1.78,2.30010892,2.147680955,-1.675071429,0.633181981,0.571428571,1
2948,40,27,False,1,1,0.57,0.57,0.63,2.2,2.2,2.30010892,2.009082787,-1.305428571,0.686207073,0.45,1
2949,40,28,False,1,1,0.57,0.57,1.38,2.2,0.82,2.30010892,2.723507129,-2.839928571,0.501079266,0.985714286,1
2950,40,29,False,1,1,0.57,0.57,1.03,2.2,1.1,2.30010892,2.376509378,-2.197928571,0.573251177,0.735714286,1
2951,40,30,False,1,1,0.57,0.57,0.76,2.2,0.98,2.30010892,2.095547886,-1.771071429,0.644907574,0.542857143,2
2952,40,31,False,1,1,0.57,0.57,0.86,2.2,1.27,2.30010892,2.209114963,-1.879178571,0.61637184,0.614285714,1
2953,40,32,False,1,1,0.57,0.57,0.72,2.2,1.31,2.30010892,2.046489492,-1.637035714,0.657075641,0.514285714,1
2954,40,33,False,1,1,0.57,0.57,0.62,2.2,1.55,2.30010892,2.16999357,-1.421035714,0.689604138,0.442857143,1
2955,40,34,False,1,1,0.57,0.57,0.62,2.2,2.16,2.30010892,1.7893,-1.296857143,0.689604138,0.442857143,1
2956,40,35,False,1,1,0.57,0.57,1.02,2.2,0.93,2.30010892,2.425828064,-2.215821429,0.575619983,0.728571429,1
2957,40,36,False,1,1,0.57,0.57,0.68,2.2,1.6,2.30010892,1.955055241,-1.511142857,0.669711711,0.485714286,1
2958,40,37,False,1,1,0.57,0.57,0.98,2.2,1.14,2.30010892,2.320966993,-2.106214286,0.585294268,0.7,1
2959,40,38,False,1,1,0.57,0.57,0.59,2.2,1.91,2.30010892,2.103725488,-1.297607143,0.70000018,0.421428571,1
2960,40,39,False,1,1,0.57,0.57,0.86,2.2,1.36,2.30010892,0.0,-1.860857143,0.61637184,0.614285714,1
2920,40,40,False,1,1,0.57,0.57,0.57,2.2,2.2,2.30010892,1.954921624,-1.205142857,0.707106781,0.407142857,1
2961,40,41,False,1,1,0.57,0.57,0.91,2.2,1.5,2.30010892,0.0,-1.915928571,0.603030458,0.65,1
2962,40,42,False,1,1,0.57,0.57,0.99,2.2,2.33,2.30010892,2.362863567,-1.880678571,0.582845338,0.707142857,1
2963,40,43,False,1,1,0.57,0.57,0.75,2.2,2.2,2.30010892,2.04250519,-1.506,0.647907144,0.535714286,1
2964,40,44,False,1,1,0.57,0.57,0.97,2.2,1.13,2.30010892,0.0,-2.091535714,0.587763865,0.692857143,1
2965,40,45,False,1,1,0.57,0.57,0.92,2.2,1.13,2.30010892,2.340791612,-2.007964286,0.600431189,0.657142857,1
2966,40,46,False,1,1,0.57,0.57,0.67,2.2,2.28,2.30010892,2.64390067,-1.356,0.672947033,0.478571429,1
2967,40,47,False,1,1,0.57,0.57,0.83,2.2,1.28,2.30010892,2.226583834,-1.827,0.624663838,0.592857143,1
2968,40,48,False,1,1,0.57,0.57,1.52,2.2,0.82,2.30010892,2.825996661,-3.073928571,0.477054917,1.085714286,1
2969,40,49,False,1,1,0.57,0.57,0.57,2.2,1.9,2.30010892,1.98797081,-1.266214286,0.707106781,0.407142857,1
2970,40,50,False,1,1,0.57,0.57,0.61,2.2,2.28,2.30010892,2.001424352,-1.255714286,0.693035004,0.435714286,1
2971,40,51,False,1,1,0.57,0.57,0.62,2.2,2.2,2.30010892,2.018753288,-1.288714286,0.689604138,0.442857143,1
2972,40,52,False,1,1,0.57,0.57,0.68,2.2,2.05,2.30010892,2.075848892,-1.419535714,0.669711711,0.485714286,1
2973,40,53,False,1,1,0.57,0.57,0.75,2.2,1.36,2.30010892,2.074614707,-1.677,0.647907144,0.535714286,1
2974,40,54,False,1,1,0.57,0.57,0.4,2.2,1.9,2.30010892,1.783360927,-0.982071429,0.773889088,0.285714286,1
2975,40,55,False,1,1,0.57,0.57,0.96,2.2,1.17,2.30010892,2.311832729,-2.066678571,0.590254389,0.685714286,1
2976,40,56,False,1,1,0.57,0.57,0.69,2.2,1.96,2.30010892,2.052287148,-1.454571429,0.666507349,0.492857143,1
2977,40,57,False,1,1,0.57,0.57,1.18,2.2,0.95,2.30010892,2.452968591,-2.479178571,0.53992262,0.842857143,1
2978,40,58,False,1,1,0.57,0.57,0.68,2.2,1.5,2.30010892,1.956808277,-1.5315,0.669711711,0.485714286,1
2979,40,59,False,1,1,0.57,0.57,0.84,2.2,1.2,2.30010892,2.256932729,-1.86,0.62187516,0.6,1
2980,40,60,False,1,1,0.57,0.57,0.6,2.2,1.9,2.30010892,0.0,-1.316357143,0.696500179,0.428571429,1
2981,40,61,False,1,1,0.57,0.57,0.77,2.2,2.1,2.30010892,2.115491508,-1.559785714,0.641935649,0.55,1
2982,40,62,False,1,1,0.57,0.57,0.94,2.2,1.3,2.30010892,2.246056043,-2.006785714,0.595299299,0.671428571,1
2983,40,63,False,1,1,0.57,0.57,0.71,2.2,1.54,2.30010892,1.927848949,-1.5735,0.660189744,0.507142857,1
2984,40,64,False,1,1,0.57,0.57,1.2,2.2,1.62,2.30010892,2.297683747,-2.376214286,0.535769369,0.857142857,1
2985,40,65,False,1,1,0.57,0.57,0.96,2.2,1.25,2.30010892,2.119700811,-2.050392857,0.590254389,0.685714286,1
2986,40,66,False,1,1,0.57,0.57,0.85,2.2,1.38,2.30010892,2.0478,-1.840071429,0.619111271,0.607142857,1
2987,40,67,False,1,1,0.57,0.57,0.64,2.2,1.63,2.30010892,1.758039163,-1.438178571,0.682843313,0.457142857,1
2988,40,68,False,1,1,0.57,0.57,0.63,2.2,2.36,2.30010892,1.7456,-1.272857143,0.686207073,0.45,1
2989,40,69,False,1,1,0.57,0.57,0.9,2.2,1.22,2.30010892,2.235124352,-1.956214286,0.60565233,0.642857143,1
2990,40,70,False,1,1,0.57,0.57,0.95,2.2,1.1,2.30010892,2.223980699,-2.064214286,0.59276611,0.678571429,1
2991,40,71,False,1,1,0.57,0.57,0.74,2.2,1.65,2.30010892,2.096140752,-1.60125,0.650934747,0.528571429,1
2992,40,72,False,1,1,0.57,0.57,0.72,2.2,1.33,2.30010892,2.043777903,-1.632964286,0.657075641,0.514285714,1
2994,41,0,False,1,1,0.95,0.91,1.12,1.5,1.1,0.0,0.0,-2.945928571,0.659405133,0.8,1
2995,41,1,False,1,1,0.95,0.91,0.95,1.5,1.93,0.0,2.488353231,-2.337678571,0.707106781,0.678571429,2
2996,41,2,False,1,1,0.95,0.91,0.54,1.5,1.61,0.0,1.892894405,-1.658464286,0.856546874,0.385714286,2
2997,41,3,False,1,1,0.95,0.91,0.52,1.5,2.18,0.0,1.932227032,-1.426642857,0.865469237,0.371428571,1
2998,41,4,False,1,1,0.95,0.91,0.93,1.5,2.54,0.0,2.31369847,-2.092285714,0.713176367,0.664285714,2
2999,41,5,False,1,1,0.95,0.91,0.27,1.5,2.04,0.0,1.624661665,-0.993785714,0.9950305,0.192857143,1
3000,41,6,False,1,1,0.95,0.91,1.35,1.5,0.89,0.0,2.64009357,-3.459107143,0.604254886,0.964285714,2
3001,41,7,False,1,1,0.95,0.91,0.45,1.5,1.57,0.0,1.803349248,-1.499107143,0.898216722,0.321428571,2
3002,41,8,False,1,1,0.95,0.91,0.9,1.5,2.02,0.0,2.215655462,-2.211071429,0.722478668,0.642857143,1
3003,41,9,False,1,1,0.95,0.91,1.0,1.5,1.0,0.0,2.318139449,-2.749285714,0.69237539,0.714285714,1
3004,41,10,False,1,1,0.95,0.91,0.95,1.5,1.69,0.0,2.286435201,-2.419107143,0.707106781,0.678571429,2
3005,41,11,False,1,1,0.95,0.91,0.94,1.5,1.12,0.0,2.268642439,-2.593285714,0.710128605,0.671428571,1
3006,41,12,False,1,1,0.95,0.91,0.63,1.5,1.88,0.0,1.930310969,-1.739785714,0.81857189,0.45,1
3007,41,13,False,1,1,0.95,0.91,0.58,1.5,1.66,0.0,1.960053288,-1.718357143,0.839242897,0.414285714,1
3008,41,14,False,1,1,0.95,0.91,1.67,1.5,0.79,0.0,3.009747218,-4.107892857,0.541270663,1.192857143,0
3009,41,15,False,1,1,0.95,0.91,0.68,1.5,1.9,0.0,2.005573846,-1.829071429,0.798894681,0.485714286,2
3010,41,16,False,1,1,0.95,0.91,0.99,1.5,1.22,0.0,2.255580699,-2.655428571,0.695272358,0.707142857,1
3011,41,17,False,1,1,0.95,0.91,0.89,1.5,1.24,0.0,2.250676638,-2.4565,0.725633596,0.635714286,1
3012,41,18,False,1,1,0.95,0.91,1.06,1.5,1.2,0.0,2.354367494,-2.796714286,0.675488185,0.757142857,2
3013,41,19,False,1,1,0.95,0.91,0.67,1.5,1.83,0.0,1.999521816,-1.833607143,0.802754075,0.478571429,1
3014,41,20,False,1,1,0.95,0.91,0.62,1.5,1.81,0.0,1.974643898,-1.744321429,0.822624226,0.442857143,3
3015,41,21,False,1,1,0.95,0.91,0.94,1.5,1.2,0.0,2.28415608,-2.566142857,0.710128605,0.671428571,1
3016,41,22,False,1,1,0.95,0.91,0.63,1.5,2.01,0.0,1.899964183,-1.695678571,0.81857189,0.45,1
3017,41,23,False,1,1,0.95,0.91,0.71,1.5,1.3,0.0,2.027412322,-2.090285714,0.787535989,0.507142857,1
3018,41,24,False,1,1,0.95,0.91,1.11,1.5,2.0,0.0,2.323654714,-2.621357143,0.662032245,0.792857143,2
3019,41,25,False,1,1,0.95,0.91,0.9,1.5,1.23,0.0,2.25865608,-2.479107143,0.722478668,0.642857143,1
3020,41,26,False,1,1,0.95,0.91,0.8,1.5,1.78,0.0,2.147680955,-2.100357143,0.755318607,0.571428571,1
3021,41,27,False,1,1,0.95,0.91,0.63,1.5,2.2,0.0,2.009082787,-1.631214286,0.81857189,0.45,1
3022,41,28,False,1,1,0.95,0.91,1.38,1.5,0.82,0.0,2.723507129,-3.5405,0.59773415,0.985714286,2
3023,41,29,False,1,1,0.95,0.91,1.03,1.5,1.1,0.0,2.376509378,-2.773,0.683827546,0.735714286,1
3024,41,30,False,1,1,0.95,0.91,0.76,1.5,0.98,0.0,2.095547886,-2.294928571,0.769305989,0.542857143,2
3025,41,31,False,1,1,0.95,0.91,0.86,1.5,1.27,0.0,2.209114963,-2.388678571,0.735265901,0.614285714,1
3026,41,32,False,1,1,0.95,0.91,0.72,1.5,1.31,0.0,2.046489492,-2.106107143,0.783821196,0.514285714,1
3027,41,33,False,1,1,0.95,0.91,0.62,1.5,1.55,0.0,2.16999357,-1.832535714,0.822624226,0.442857143,1
3028,41,34,False,1,1,0.95,0.91,0.62,1.5,2.16,0.0,1.7893,-1.625571429,0.822624226,0.442857143,1
3029,41,35,False,1,1,0.95,0.91,1.02,1.5,0.93,0.0,2.425828064,-2.811464286,0.686653279,0.728571429,2
3030,41,36,False,1,1,0.95,0.91,0.68,1.5,1.6,0.0,1.955055241,-1.930857143,0.798894681,0.485714286,1
3031,41,37,False,1,1,0.95,0.91,0.98,1.5,1.14,0.0,2.320966993,-2.663357143,0.69819367,0.7,1
3032,41,38,False,1,1,0.95,0.91,0.59,1.5,1.91,0.0,2.103725488,-1.65275,0.835025596,0.421428571,1
3033,41,39,False,1,1,0.95,0.91,0.86,1.5,1.36,0.0,0.0,-2.358142857,0.735265901,0.614285714,1
3034,41,40,False,1,1,0.95,0.91,0.57,1.5,2.2,0.0,1.954921624,-1.515928571,0.843503013,0.407142857,1
2993,41,41,False,1,1,0.95,0.91,0.91,1.5,1.5,0.0,0.0,-2.406714286,0.719351054,0.65,1
3035,41,42,False,1,1,0.95,0.91,0.99,1.5,2.33,0.0,2.362863567,-2.278821429,0.695272358,0.707142857,2
3036,41,43,False,1,1,0.95,0.91,0.75,1.5,2.2,0.0,2.04250519,-1.861785714,0.772884156,0.535714286,1
3037,41,44,False,1,1,0.95,0.91,0.97,1.5,1.13,0.0,0.0,-2.647535714,0.701139635,0.692857143,1
3038,41,45,False,1,1,0.95,0.91,0.92,1.5,1.13,0.0,2.340791612,-2.551464286,0.716250403,0.657142857,1
3039,41,46,False,1,1,0.95,0.91,0.67,1.5,2.28,0.0,2.64390067,-1.680928571,0.802754075,0.478571429,1
3040,41,47,False,1,1,0.95,0.91,0.83,1.5,1.28,0.0,2.226583834,-2.327642857,0.74515737,0.592857143,0
3041,41,48,False,1,1,0.95,0.91,1.52,1.5,0.82,0.0,2.825996661,-3.8095,0.569075663,1.085714286,2
3042,41,49,False,1,1,0.95,0.91,0.57,1.5,1.9,0.0,1.98797081,-1.617714286,0.843503013,0.407142857,1
3043,41,50,False,1,1,0.95,0.91,0.61,1.5,2.28,0.0,2.001424352,-1.565642857,0.826716883,0.435714286,1
3044,41,51,False,1,1,0.95,0.91,0.62,1.5,2.2,0.0,2.018753288,-1.612,0.822624226,0.442857143,1
3045,41,52,False,1,1,0.95,0.91,0.68,1.5,2.05,0.0,2.075848892,-1.778178571,0.798894681,0.485714286,1
3046,41,53,False,1,1,0.95,0.91,0.75,1.5,1.36,0.0,2.074614707,-2.146785714,0.772884156,0.535714286,1
3047,41,54,False,1,1,0.95,0.91,0.4,1.5,1.9,0.0,1.783360927,-1.291071429,0.923167187,0.285714286,1
3048,41,55,False,1,1,0.95,0.91,0.96,1.5,1.17,0.0,2.311832729,-2.61475,0.704110566,0.685714286,1
3049,41,56,False,1,1,0.95,0.91,0.69,1.5,1.96,0.0,2.052287148,-1.827928571,0.795072218,0.492857143,1
3050,41,57,False,1,1,0.95,0.91,1.18,1.5,0.95,0.0,2.452968591,-3.112107143,0.64407013,0.842857143,4
3051,41,58,False,1,1,0.95,0.91,0.68,1.5,1.5,0.0,1.956808277,-1.964785714,0.798894681,0.485714286,1
3052,41,59,False,1,1,0.95,0.91,0.84,1.5,1.2,0.0,2.256932729,-2.374,0.741830775,0.6,1
3053,41,60,False,1,1,0.95,0.91,0.6,1.5,1.9,0.0,0.0,-1.675357143,0.830850468,0.428571429,1
3054,41,61,False,1,1,0.95,0.91,0.77,1.5,2.1,0.0,2.115491508,-1.934142857,0.7657608,0.55,1
3055,41,62,False,1,1,0.95,0.91,0.94,1.5,1.3,0.0,2.246056043,-2.532214286,0.710128605,0.671428571,1
3056,41,63,False,1,1,0.95,0.91,0.71,1.5,1.54,0.0,1.927848949,-2.008857143,0.787535989,0.507142857,2
3057,41,64,False,1,1,0.95,0.91,1.2,1.5,1.62,0.0,2.297683747,-2.923214286,0.639115745,0.857142857,2
3058,41,65,False,1,1,0.95,0.91,0.96,1.5,1.25,0.0,2.119700811,-2.587607143,0.704110566,0.685714286,1
3059,41,66,False,1,1,0.95,0.91,0.85,1.5,1.38,0.0,2.0478,-2.332142857,0.738533749,0.607142857,0
3060,41,67,False,1,1,0.95,0.91,0.64,1.5,1.63,0.0,1.758039163,-1.843821429,0.814559282,0.457142857,1
3061,41,68,False,1,1,0.95,0.91,0.63,1.5,2.36,0.0,1.7456,-1.576928571,0.81857189,0.45,1
3062,41,69,False,1,1,0.95,0.91,0.9,1.5,1.22,0.0,2.235124352,-2.4825,0.722478668,0.642857143,1
3063,41,70,False,1,1,0.95,0.91,0.95,1.5,1.1,0.0,2.223980699,-2.619285714,0.707106781,0.678571429,1
3064,41,71,False,1,1,0.95,0.91,0.74,1.5,1.65,0.0,2.096140752,-2.029178571,0.776495764,0.528571429,1
3065,41,72,False,1,1,0.95,0.91,0.72,1.5,1.33,0.0,2.043777903,-2.099321429,0.783821196,0.514285714,1
3067,42,0,False,1,1,1.49,0.99,1.12,2.33,1.1,2.659877134,0.0,-3.065214286,0.810928015,0.8,1
3068,42,1,False,0,0,1.49,0.99,0.95,2.33,1.93,2.659877134,2.488353231,-2.347285714,0.869590893,0.678571429,2
3069,42,2,False,0,0,1.49,0.99,0.54,2.33,1.61,2.659877134,1.892894405,-1.851321429,1.053370411,0.385714286,2
3070,42,3,False,0,0,1.49,0.99,0.52,2.33,2.18,2.659877134,1.932227032,-1.5155,1.06434302,0.371428571,4
3071,42,4,False,1,1,1.49,0.99,0.93,2.33,2.54,2.659877134,2.31369847,-1.990178571,0.877055192,0.664285714,2
3072,42,5,False,0,0,1.49,0.99,0.27,2.33,2.04,2.659877134,1.624661665,-1.18375,1.223675807,0.192857143,1
3073,42,6,False,0,0,1.49,0.99,1.35,2.33,0.89,2.659877134,2.64009357,-3.550714286,0.743104945,0.964285714,2
3074,42,7,False,5,3,0.94,0.99,0.45,2.33,1.57,2.659877134,1.803349248,-1.359035714,0.894394523,0.321428571,1
3075,42,8,False,0,0,1.49,0.99,0.9,2.33,2.02,2.659877134,2.215655462,-2.218142857,0.888495042,0.642857143,3
3076,42,9,False,0,0,1.49,0.99,1.0,2.33,1.0,2.659877134,2.318139449,-2.923428571,0.851474416,0.714285714,1
3077,42,10,False,0,0,1.49,0.99,0.95,2.33,1.69,2.659877134,2.286435201,-2.475,0.869590893,0.678571429,1
3078,42,11,False,3,5,1.49,0.99,0.87,2.33,1.12,2.659877134,2.268642439,-2.648321429,0.900237268,0.621428571,1
