Compound,A,B,In literature,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,μ,target
2650,36,21,False,4,4,0.72,0.68,0.94,1.6,1.2,2.294004213,2.28415608,-2.348571429,0.640626656,0.671428571,1
2651,36,22,False,3,5,0.79,0.68,0.53,1.6,2.01,2.294004213,1.899964183,-1.402892857,0.80236469,0.378571429,1
2652,36,23,False,3,5,0.79,0.68,0.71,1.6,1.3,2.294004213,2.027412322,-1.942642857,0.733916517,0.507142857,1
2653,36,24,False,0,0,0.77,0.68,1.11,1.6,2.0,2.294004213,2.323654714,-2.489142857,0.611323392,0.792857143,2
2654,36,25,False,4,4,0.72,0.68,0.9,1.6,1.23,2.294004213,2.25865608,-2.265428571,0.65176799,0.642857143,1
2655,36,26,False,4,4,0.72,0.68,0.8,1.6,1.78,2.294004213,2.147680955,-1.935428571,0.681393807,0.571428571,2
2656,36,27,False,3,5,0.79,0.68,0.63,1.6,2.2,2.294004213,2.009082787,-1.537857143,0.762839335,0.45,1
2657,36,28,False,0,0,0.77,0.68,1.38,1.6,0.82,2.294004213,2.723507129,-3.322785714,0.551950257,0.985714286,3
2658,36,29,False,4,4,0.72,0.68,1.03,1.6,1.1,2.294004213,2.376509378,-2.544,0.616899743,0.735714286,3
2659,36,30,False,6,2,0.74,0.68,0.76,1.6,0.98,2.294004213,2.095547886,-2.083285714,0.700559496,0.542857143,2
2660,36,31,False,4,4,0.72,0.68,0.86,1.6,1.27,2.294004213,2.209114963,-2.179714286,0.663303706,0.614285714,1
2661,36,32,False,0,0,0.77,0.68,0.72,1.6,1.31,2.294004213,2.046489492,-1.943464286,0.723783828,0.514285714,1
2662,36,33,False,4,4,0.72,0.68,0.65,1.6,1.55,2.294004213,2.16999357,-1.711714286,0.731251891,0.464285714,1
2663,36,34,False,3,5,0.79,0.68,0.65,1.6,2.16,2.294004213,1.7893,-1.586857143,0.755397,0.464285714,1
2664,36,35,False,0,0,0.77,0.68,1.02,1.6,0.93,2.294004213,2.425828064,-2.613678571,0.63405856,0.728571429,2
2628,36,36,False,4,4,0.72,0.68,0.72,1.6,1.6,2.294004213,1.955055241,-1.830857143,0.707106781,0.514285714,1
2665,36,37,False,4,4,0.72,0.68,0.98,1.6,1.14,2.294004213,2.320966993,-2.439428571,0.629859822,0.7,1
2666,36,38,False,4,4,0.72,0.68,0.6,1.6,1.91,2.294004213,2.103725488,-1.524857143,0.749533188,0.428571429,1
2667,36,39,False,1,1,0.77,0.68,0.86,1.6,1.36,2.294004213,0.0,-2.193714286,0.678947662,0.614285714,0
2668,36,40,False,1,1,0.77,0.68,0.57,1.6,2.2,2.294004213,1.954921624,-1.415857143,0.778894272,0.407142857,1
2669,36,41,False,1,1,0.77,0.68,0.91,1.6,1.5,2.294004213,0.0,-2.2495,0.664251825,0.65,1
2670,36,42,False,3,5,0.79,0.68,0.78,1.6,2.33,2.294004213,2.362863567,-1.784035714,0.71035039,0.557142857,3
2671,36,43,False,3,5,0.79,0.68,0.62,1.6,2.2,2.294004213,2.04250519,-1.519,0.766615768,0.442857143,1
2672,36,44,False,1,1,0.77,0.68,0.97,1.6,1.13,2.294004213,0.0,-2.464392857,0.647435323,0.692857143,1
2673,36,45,False,3,5,0.79,0.68,0.85,1.6,1.13,2.294004213,2.340791612,-2.254607143,0.6882506,0.607142857,1
2674,36,46,False,1,1,0.77,0.68,0.67,1.6,2.28,2.294004213,2.64390067,-1.582428571,0.741266529,0.478571429,1
2675,36,47,False,1,1,0.77,0.68,0.83,1.6,1.28,2.294004213,2.226583834,-2.159142857,0.688081487,0.592857143,2
2676,36,48,False,0,0,0.77,0.68,1.52,1.6,0.82,2.294004213,2.825996661,-3.586785714,0.525486889,1.085714286,2
2677,36,49,False,3,5,0.79,0.68,0.63,1.6,1.9,2.294004213,1.98797081,-1.6225,0.762839335,0.45,1
2678,36,50,False,4,4,0.72,0.68,0.67,1.6,2.28,2.294004213,2.001424352,-1.561714286,0.724186655,0.478571429,1
2679,36,51,False,3,5,0.79,0.68,0.62,1.6,2.2,2.294004213,2.018753288,-1.519,0.766615768,0.442857143,1
2680,36,52,False,4,4,0.72,0.68,0.76,1.6,2.05,2.294004213,2.075848892,-1.790571429,0.694012211,0.542857143,1
2681,36,53,False,4,4,0.72,0.68,0.75,1.6,1.36,2.294004213,2.074614707,-1.949142857,0.697240175,0.535714286,1
2682,36,54,False,3,5,0.79,0.68,0.4,1.6,1.9,2.294004213,1.783360927,-1.188785714,0.86031325,0.285714286,1
2683,36,55,False,4,4,0.72,0.68,0.96,1.6,1.17,2.294004213,2.311832729,-2.394,0.635197617,0.685714286,1
2684,36,56,False,3,5,0.79,0.68,0.69,1.6,1.96,2.294004213,2.052287148,-1.718714286,0.740939642,0.492857143,2
2685,36,57,False,0,0,0.77,0.68,1.18,1.6,0.95,2.294004213,2.452968591,-2.909892857,0.594737099,0.842857143,2
2686,36,58,False,3,5,0.79,0.68,0.68,1.6,1.5,2.294004213,1.956808277,-1.829642857,0.744501851,0.485714286,1
2687,36,59,False,3,5,0.79,0.68,0.76,1.6,1.2,2.294004213,2.256932729,-2.065142857,0.716927709,0.542857143,1
2688,36,60,False,1,1,0.77,0.68,0.6,1.6,1.9,2.294004213,0.0,-1.554928571,0.767210858,0.428571429,1
2689,36,61,False,3,5,0.79,0.68,0.97,1.6,2.1,2.294004213,2.115491508,-2.207214286,0.653402469,0.692857143,1
2690,36,62,False,3,5,0.79,0.68,0.94,1.6,1.3,2.294004213,2.246056043,-2.376357143,0.661779423,0.671428571,1
2691,36,63,False,3,5,0.79,0.68,0.61,1.6,1.54,2.294004213,1.927848949,-1.686357143,0.770429777,0.435714286,1
2692,36,64,False,4,4,0.72,0.68,0.89,1.6,1.62,2.294004213,2.297683747,-2.146285714,0.654614138,0.635714286,3
2693,36,65,False,4,4,0.72,0.68,0.88,1.6,1.25,2.294004213,2.119700811,-2.222571429,0.657485253,0.628571429,1
2694,36,66,False,3,5,0.79,0.68,0.89,1.6,1.38,2.294004213,2.0478,-2.2595,0.676228756,0.635714286,1
2695,36,67,False,3,5,0.79,0.68,0.58,1.6,1.63,2.294004213,1.758039163,-1.604392857,0.782102955,0.414285714,1
2696,36,68,False,3,5,0.79,0.68,0.66,1.6,2.36,2.294004213,1.7456,-1.549285714,0.751730025,0.471428571,1
2697,36,69,False,4,4,0.72,0.68,0.9,1.6,1.22,2.294004213,2.235124352,-2.268,0.65176799,0.642857143,1
2698,36,70,False,4,4,0.72,0.68,0.87,1.6,1.1,2.294004213,2.223980699,-2.242285714,0.660381663,0.621428571,2
2699,36,71,False,0,0,0.77,0.68,0.74,1.6,1.65,2.294004213,2.096140752,-1.887678571,0.717019493,0.528571429,1
2700,36,72,False,3,5,0.79,0.68,0.72,1.6,1.33,2.294004213,2.043777903,-1.953035714,0.730454647,0.514285714,1
2702,37,0,False,1,1,1.27,0.98,1.12,1.14,1.1,2.617633987,0.0,-3.357357143,0.749196471,0.8,1
2703,37,1,False,4,4,1.27,0.98,0.75,1.14,1.93,2.617633987,2.488353231,-2.222392857,0.878127956,0.535714286,2
2704,37,2,True,4,4,1.27,0.98,0.54,1.14,1.61,2.617633987,1.892894405,-1.937035714,0.973183044,0.385714286,3
2705,37,3,False,4,4,1.27,0.98,0.58,1.14,2.18,2.617633987,1.932227032,-1.7605,0.953522781,0.414285714,1
2706,37,4,False,1,1,1.27,0.98,0.93,1.14,2.54,2.617633987,2.31369847,-2.314714286,0.810289745,0.664285714,2
2707,37,5,False,0,0,1.27,0.98,0.27,1.14,2.04,2.617633987,1.624661665,-1.1885,1.130524015,0.192857143,1
2708,37,6,False,0,0,1.27,0.98,1.35,1.14,0.89,2.617633987,2.64009357,-3.924107143,0.686536402,0.964285714,2
2709,37,7,False,0,0,1.27,0.98,0.45,1.14,1.57,2.617633987,1.803349248,-1.770678571,1.020527084,0.321428571,1
2710,37,8,False,4,4,1.27,0.98,1.03,1.14,2.02,2.617633987,2.215655462,-2.755571429,0.776944488,0.735714286,1
2711,37,9,False,0,0,1.27,0.98,1.0,1.14,1.0,2.617633987,2.318139449,-3.156714286,0.786656294,0.714285714,1
2712,37,10,False,0,0,1.27,0.98,0.95,1.14,1.69,2.617633987,2.286435201,-2.74125,0.803393662,0.678571429,1
2713,37,11,False,3,5,1.35,0.98,0.87,1.14,1.12,2.617633987,2.268642439,-2.902071429,0.856627158,0.621428571,1
2714,37,12,True,4,4,1.27,0.98,0.61,1.14,1.88,2.617633987,1.930310969,-1.958071429,0.939291097,0.435714286,2
2715,37,13,True,4,4,1.27,0.98,0.62,1.14,1.66,2.617633987,1.960053288,-2.078357143,0.934641141,0.442857143,2
2716,37,14,False,0,0,1.27,0.98,1.67,1.14,0.79,2.617633987,3.009747218,-4.625464286,0.614975604,1.192857143,0
2717,37,15,False,4,4,1.27,0.98,0.54,1.14,1.9,2.617633987,2.005573846,-1.8055,0.973183044,0.385714286,2
2718,37,16,False,4,4,1.27,0.98,0.91,1.14,1.22,2.617633987,2.255580699,-2.872428571,0.817305241,0.65,1
2719,37,17,False,4,4,1.27,0.98,0.89,1.14,1.24,2.617633987,2.250676638,-2.822357143,0.824443278,0.635714286,1
2720,37,18,False,4,4,1.27,0.98,0.95,1.14,1.2,2.617633987,2.354367494,-2.9635,0.803393662,0.678571429,1
2721,37,19,True,4,4,1.27,0.98,0.65,1.14,1.83,2.617633987,1.999521816,-2.06275,0.920963466,0.464285714,2
2722,37,20,True,4,4,1.27,0.98,0.62,1.14,1.81,2.617633987,1.974643898,-2.010321429,0.934641141,0.442857143,2
2723,37,21,False,4,4,1.27,0.98,0.94,1.14,1.2,2.617633987,2.28415608,-2.943,0.806826968,0.671428571,1
2724,37,22,False,3,5,1.35,0.98,0.53,1.14,2.01,2.617633987,1.899964183,-1.775964286,1.007535569,0.378571429,2
2725,37,23,False,3,5,1.35,0.98,0.71,1.14,1.3,2.617633987,2.027412322,-2.487285714,0.921584667,0.507142857,2
2726,37,24,False,0,0,1.27,0.98,1.11,1.14,2.0,2.617633987,2.323654714,-2.928642857,0.752181317,0.792857143,1
2727,37,25,False,4,4,1.27,0.98,0.9,1.14,1.23,2.617633987,2.25865608,-2.847392857,0.820858742,0.642857143,1
2728,37,26,True,4,4,1.27,0.98,0.8,1.14,1.78,2.617633987,2.147680955,-2.392928571,0.858170503,0.571428571,2
2729,37,27,False,3,5,1.35,0.98,0.63,1.14,2.2,2.617633987,2.009082787,-1.889357143,0.957903275,0.45,2
2730,37,28,False,0,0,1.27,0.98,1.38,1.14,0.82,2.617633987,2.723507129,-4.017357143,0.679127736,0.985714286,2
2731,37,29,False,4,4,1.27,0.98,1.03,1.14,1.1,2.617633987,2.376509378,-3.172857143,0.776944488,0.735714286,1
2732,37,30,False,0,0,1.27,0.98,0.76,1.14,0.98,2.617633987,2.095547886,-2.673785714,0.874062549,0.542857143,2
2733,37,31,False,4,4,1.27,0.98,0.86,1.14,1.27,2.617633987,2.209114963,-2.74725,0.835387215,0.614285714,2
2734,37,32,False,0,0,1.27,0.98,0.72,1.14,1.31,2.617633987,2.046489492,-2.442107143,0.890554295,0.514285714,2
2735,37,33,True,4,4,1.27,0.98,0.65,1.14,1.55,2.617633987,2.16999357,-2.18975,0.920963466,0.464285714,2
2736,37,34,False,3,5,1.35,0.98,0.65,1.14,2.16,2.617633987,1.7893,-1.949642857,0.948557877,0.464285714,2
2737,37,35,False,0,0,1.27,0.98,1.02,1.14,0.93,2.617633987,2.425828064,-3.229464286,0.780155002,0.728571429,1
2738,37,36,False,3,5,1.35,0.98,0.68,1.14,1.6,2.617633987,1.955055241,-2.281142857,0.934876754,0.485714286,2
2701,37,37,False,4,4,1.27,0.98,0.98,1.14,1.14,2.617633987,2.320966993,-3.052214286,0.793266851,0.7,1
2739,37,38,True,4,4,1.27,0.98,0.6,1.14,1.91,2.617633987,2.103725488,-1.923964286,0.943987553,0.428571429,2
2740,37,39,False,1,1,1.27,0.98,0.86,1.14,1.36,2.617633987,0.0,-2.706428571,0.835387215,0.614285714,1
2741,37,40,False,1,1,1.27,0.98,0.57,1.14,2.2,2.617633987,1.954921624,-1.730928571,0.958362998,0.407142857,1
2742,37,41,False,1,1,1.27,0.98,0.91,1.14,1.5,2.617633987,0.0,-2.745428571,0.817305241,0.65,1
2743,37,42,False,3,5,1.35,0.98,0.78,1.14,2.33,2.617633987,2.362863567,-2.134178571,0.891992499,0.557142857,1
2744,37,43,False,3,5,1.35,0.98,0.62,1.14,2.2,2.617633987,2.04250519,-1.868857143,0.96264537,0.442857143,2
2745,37,44,False,1,1,1.27,0.98,0.97,1.14,1.13,2.617633987,0.0,-3.03625,0.796613969,0.692857143,1
2746,37,45,False,3,5,1.35,0.98,0.85,1.14,1.13,2.617633987,2.340791612,-2.85625,0.864241621,0.607142857,1
2747,37,46,False,1,1,1.27,0.98,0.67,1.14,2.28,2.617633987,2.64390067,-1.899642857,0.912065268,0.478571429,1
2748,37,47,False,1,1,1.27,0.98,0.83,1.14,1.28,2.617633987,2.226583834,-2.681214286,0.846625608,0.592857143,1
2749,37,48,False,0,0,1.27,0.98,1.52,1.14,0.82,2.617633987,2.825996661,-4.304357143,0.646566817,1.085714286,1
2750,37,49,False,4,4,1.27,0.98,0.63,1.14,1.9,2.617633987,1.98797081,-1.99,0.930036998,0.45,1
2751,37,50,True,3,5,1.35,0.98,0.6,1.14,2.28,2.617633987,2.001424352,-1.789285714,0.972271824,0.428571429,2
2752,37,51,False,3,5,1.35,0.98,0.62,1.14,2.2,2.617633987,2.018753288,-1.868857143,0.96264537,0.442857143,2
2753,37,52,False,4,4,1.27,0.98,0.76,1.14,2.05,2.617633987,2.075848892,-2.188464286,0.874062549,0.542857143,1
2754,37,53,True,4,4,1.27,0.98,0.75,1.14,1.36,2.617633987,2.074614707,-2.480928571,0.878127956,0.535714286,2
2755,37,54,False,4,4,1.27,0.98,0.4,1.14,1.9,2.617633987,1.783360927,-1.5185,1.048875059,0.285714286,1
2756,37,55,False,4,4,1.27,0.98,0.96,1.14,1.17,2.617633987,2.311832729,-2.997607143,0.799989452,0.685714286,1
2757,37,56,False,3,5,1.35,0.98,0.69,1.14,1.96,2.617633987,2.052287148,-2.128071429,0.930403659,0.492857143,1
2758,37,57,False,0,0,1.27,0.98,1.18,1.14,0.95,2.617633987,2.452968591,-3.548392857,0.731773297,0.842857143,1
2759,37,58,False,3,5,1.35,0.98,0.68,1.14,1.5,2.617633987,1.956808277,-2.329357143,0.934876754,0.485714286,2
2760,37,59,False,3,5,1.35,0.98,0.76,1.14,1.2,2.617633987,2.256932729,-2.638,0.900251689,0.542857143,1
2761,37,60,False,1,1,1.27,0.98,0.6,1.14,1.9,2.617633987,0.0,-1.9285,0.943987553,0.428571429,2
2762,37,61,False,3,5,1.35,0.98,0.97,1.14,2.1,2.617633987,2.115491508,-2.634571429,0.820482552,0.692857143,1
2763,37,62,False,3,5,1.35,0.98,0.94,1.14,1.3,2.617633987,2.246056043,-2.958785714,0.831001559,0.671428571,1
2764,37,63,True,3,5,1.35,0.98,0.61,1.14,1.54,2.617633987,1.927848949,-2.166571429,0.967434651,0.435714286,2
2765,37,64,False,4,4,1.27,0.98,0.89,1.14,1.62,2.617633987,2.297683747,-2.65,0.824443278,0.635714286,2
2766,37,65,False,4,4,1.27,0.98,0.88,1.14,1.25,2.617633987,2.119700811,-2.797321429,0.828059257,0.628571429,1
2767,37,66,False,3,5,1.35,0.98,0.89,1.14,1.38,2.617633987,2.0478,-2.817714286,0.849145698,0.635714286,1
2768,37,67,True,4,4,1.27,0.98,0.64,1.14,1.63,2.617633987,1.758039163,-2.132964286,0.925477993,0.457142857,2
2769,37,68,False,3,5,1.35,0.98,0.66,1.14,2.36,2.617633987,1.7456,-1.873714286,0.943953227,0.471428571,1
2770,37,69,False,4,4,1.27,0.98,0.9,1.14,1.22,2.617633987,2.235124352,-2.851928571,0.820858742,0.642857143,1
2771,37,70,False,4,4,1.27,0.98,0.87,1.14,1.1,2.617633987,2.223980699,-2.844857143,0.831707095,0.621428571,1
2772,37,71,False,0,0,1.27,0.98,0.74,1.14,1.65,2.617633987,2.096140752,-2.328892857,0.882231358,0.528571429,2
2773,37,72,False,3,5,1.35,0.98,0.72,1.14,1.33,2.617633987,2.043777903,-2.493321429,0.91723757,0.514285714,2
2775,38,0,False,1,1,0.59,0.59,1.12,1.91,1.1,2.39068842,0.0,-2.481071429,0.558389879,0.8,3
2776,38,1,False,0,0,0.59,0.59,0.95,1.91,1.93,2.39068842,2.488353231,-2.004428571,0.59878404,0.678571429,2
2777,38,2,False,0,0,0.59,0.59,0.54,1.91,1.61,2.39068842,1.892894405,-1.344107143,0.725331183,0.385714286,1
2778,38,3,False,2,6,0.69,0.59,0.46,1.91,2.18,2.39068842,1.932227032,-1.127,0.794544716,0.328571429,1
2779,38,4,False,1,1,0.59,0.59,0.93,1.91,2.54,2.39068842,2.31369847,-1.840392857,0.603923817,0.664285714,1
2780,38,5,False,4,4,0.6,0.59,0.27,1.91,2.04,2.39068842,1.624661665,-0.77925,0.846834468,0.192857143,1
2781,38,6,False,0,0,0.59,0.59,1.35,1.91,0.89,2.39068842,2.64009357,-2.933571429,0.51168818,0.964285714,2
2782,38,7,False,0,0,0.59,0.59,0.45,1.91,1.57,2.39068842,1.803349248,-1.192785714,0.760617565,0.321428571,0
2783,38,8,False,0,0,0.59,0.59,0.9,1.91,2.02,2.39068842,2.215655462,-1.896714286,0.611801085,0.642857143,2
2784,38,9,False,0,0,0.59,0.59,1.0,1.91,1.0,2.39068842,2.318139449,-2.289142857,0.586309373,0.714285714,3
2785,38,10,False,0,0,0.59,0.59,0.95,1.91,1.69,2.39068842,2.286435201,-2.055,0.59878404,0.678571429,2
2786,38,11,False,0,0,0.59,0.59,0.94,1.91,1.12,2.39068842,2.268642439,-2.157357143,0.601342946,0.671428571,2
2787,38,12,False,0,0,0.59,0.59,0.63,1.91,1.88,2.39068842,1.930310969,-1.446964286,0.693173643,0.45,0
2788,38,13,False,3,5,0.69,0.59,0.55,1.91,1.66,2.39068842,1.960053288,-1.414892857,0.757873422,0.392857143,1
2789,38,14,False,0,0,0.59,0.59,1.67,1.91,0.79,2.39068842,3.009747218,-3.522642857,0.458352604,1.192857143,0
2790,38,15,False,0,0,0.59,0.59,0.68,1.91,1.9,2.39068842,2.005573846,-1.5315,0.676510815,0.485714286,1
2791,38,16,False,0,0,0.59,0.59,0.99,1.91,1.22,2.39068842,2.255580699,-2.225035714,0.58876255,0.707142857,2
2792,38,17,False,0,0,0.59,0.59,0.89,1.91,1.24,2.39068842,2.250676638,-2.043321429,0.614472705,0.635714286,2
2793,38,18,False,0,0,0.59,0.59,1.06,1.91,1.2,2.39068842,2.354367494,-2.3535,0.572009144,0.757142857,3
2794,38,19,False,3,5,0.69,0.59,0.59,1.91,1.83,2.39068842,1.999521816,-1.444,0.742639785,0.421428571,1
2795,38,20,False,0,0,0.59,0.59,0.62,1.91,1.81,2.39068842,1.974643898,-1.443964286,0.696605195,0.442857143,1
2796,38,21,False,0,0,0.59,0.59,0.94,1.91,1.2,2.39068842,2.28415608,-2.1405,0.601342946,0.671428571,2
2797,38,22,False,3,5,0.69,0.59,0.53,1.91,2.01,2.39068842,1.899964183,-1.293142857,0.765727032,0.378571429,1
2798,38,23,False,3,5,0.69,0.59,0.71,1.91,1.3,2.39068842,2.027412322,-1.787607143,0.700404347,0.507142857,1
2799,38,24,False,0,0,0.59,0.59,1.11,1.91,2.0,2.39068842,2.323654714,-2.273678571,0.56061454,0.792857143,2
2800,38,25,False,0,0,0.59,0.59,0.9,1.91,1.23,2.39068842,2.25865608,-2.063178571,0.611801085,0.642857143,2
2801,38,26,False,0,0,0.59,0.59,0.8,1.91,1.78,2.39068842,2.147680955,-1.769785714,0.639610225,0.571428571,0
2802,38,27,False,3,5,0.69,0.59,0.63,1.91,2.2,2.39068842,2.009082787,-1.423821429,0.728006489,0.45,1
2803,38,28,False,0,0,0.59,0.59,1.38,1.91,0.82,2.39068842,2.723507129,-3.001571429,0.506166365,0.985714286,0
2804,38,29,False,0,0,0.59,0.59,1.03,1.91,1.1,2.39068842,2.376509378,-2.321321429,0.579070985,0.735714286,2
2805,38,30,False,0,0,0.59,0.59,0.76,1.91,0.98,2.39068842,2.095547886,-1.867357143,0.651454859,0.542857143,1
2806,38,31,False,0,0,0.59,0.59,0.86,1.91,1.27,2.39068842,2.209114963,-1.98375,0.622629422,0.614285714,0
2807,38,32,False,0,0,0.59,0.59,0.72,1.91,1.31,2.39068842,2.046489492,-1.726821429,0.66374646,0.514285714,1
2808,38,33,False,3,5,0.69,0.59,0.53,1.91,1.55,2.39068842,2.16999357,-1.4065,0.765727032,0.378571429,1
2809,38,34,False,3,5,0.69,0.59,0.65,1.91,2.16,2.39068842,1.7893,-1.469178571,0.720903987,0.464285714,1
2810,38,35,False,0,0,0.59,0.59,1.02,1.91,0.93,2.39068842,2.425828064,-2.339392857,0.581463841,0.728571429,1
2811,38,36,False,3,5,0.69,0.59,0.68,1.91,1.6,2.39068842,1.955055241,-1.660428571,0.710506333,0.485714286,1
2812,38,37,False,0,0,0.59,0.59,0.98,1.91,1.14,2.39068842,2.320966993,-2.224142857,0.591236342,0.7,2
2774,38,38,False,0,0,0.59,0.59,0.59,1.91,1.91,2.39068842,2.103725488,-1.369642857,0.707106781,0.421428571,0
2813,38,39,False,1,1,0.59,0.59,0.86,1.91,1.36,2.39068842,0.0,-1.964785714,0.622629422,0.614285714,0
2814,38,40,False,1,1,0.59,0.59,0.57,1.91,2.2,2.39068842,1.954921624,-1.273035714,0.71428553,0.407142857,0
2815,38,41,False,1,1,0.59,0.59,0.91,1.91,1.5,2.39068842,0.0,-2.024035714,0.609152595,0.65,1
2816,38,42,False,3,5,0.69,0.59,0.78,1.91,2.33,2.39068842,2.362863567,-1.658035714,0.677914299,0.557142857,2
2817,38,43,False,3,5,0.69,0.59,0.62,1.91,2.2,2.39068842,2.04250519,-1.406071429,0.731610482,0.442857143,1
2818,38,44,False,1,1,0.59,0.59,0.97,1.91,1.13,2.39068842,0.0,-2.2085,0.59373101,0.692857143,2
2819,38,45,False,0,0,0.59,0.59,0.92,1.91,1.13,2.39068842,2.340791612,-2.11975,0.606526937,0.657142857,2
2820,38,46,False,1,1,0.59,0.59,0.67,1.91,2.28,2.39068842,2.64390067,-1.433678571,0.679778983,0.478571429,1
2821,38,47,False,1,1,0.59,0.59,0.83,1.91,1.28,2.39068842,2.226583834,-1.928392857,0.631005603,0.592857143,2
2822,38,48,False,0,0,0.59,0.59,1.52,1.91,0.82,2.39068842,2.825996661,-3.250071429,0.481898115,1.085714286,0
2823,38,49,False,3,5,0.69,0.59,0.63,1.91,1.9,2.39068842,1.98797081,-1.49775,0.728006489,0.45,1
2824,38,50,False,3,5,0.69,0.59,0.6,1.91,2.28,2.39068842,2.001424352,-1.350857143,0.738926586,0.428571429,1
2825,38,51,False,3,5,0.69,0.59,0.62,1.91,2.2,2.39068842,2.018753288,-1.406071429,0.731610482,0.442857143,1
2826,38,52,False,2,6,0.69,0.59,0.6,1.91,2.05,2.39068842,2.075848892,-1.407535714,0.738926586,0.428571429,1
2827,38,53,False,0,0,0.59,0.59,0.75,1.91,1.36,2.39068842,2.074614707,-1.769535714,0.654484881,0.535714286,0
2828,38,54,False,3,5,0.69,0.59,0.4,1.91,1.9,2.39068842,1.783360927,-1.0895,0.82102954,0.285714286,1
2829,38,55,False,0,0,0.59,0.59,0.96,1.91,1.17,2.39068842,2.311832729,-2.182321429,0.59624682,0.685714286,2
2830,38,56,False,3,5,0.69,0.59,0.69,1.91,1.96,2.39068842,2.052287148,-1.589464286,0.707106781,0.492857143,1
2831,38,57,False,0,0,0.59,0.59,1.18,1.91,0.95,2.39068842,2.452968591,-2.619178571,0.545404068,0.842857143,2
2832,38,58,False,3,5,0.69,0.59,0.68,1.91,1.5,2.39068842,1.956808277,-1.685071429,0.710506333,0.485714286,1
2833,38,59,False,0,0,0.59,0.59,0.84,1.91,1.2,2.39068842,2.256932729,-1.963,0.628188614,0.6,2
2834,38,60,False,1,1,0.59,0.59,0.6,1.91,1.9,2.39068842,0.0,-1.3895,0.703571247,0.428571429,0
2835,38,61,False,3,5,0.69,0.59,0.97,1.91,2.1,2.39068842,2.115491508,-2.051964286,0.62356674,0.692857143,1
2836,38,62,False,0,0,0.59,0.59,0.94,1.91,1.3,2.39068842,2.246056043,-2.119428571,0.601342946,0.671428571,0
2837,38,63,False,3,5,0.69,0.59,0.61,1.91,1.54,2.39068842,1.927848949,-1.550964286,0.735250335,0.435714286,1
2838,38,64,False,0,0,0.59,0.59,1.2,1.91,1.62,2.39068842,2.297683747,-2.5135,0.541208652,0.857142857,2
2839,38,65,False,0,0,0.59,0.59,0.96,1.91,1.25,2.39068842,2.119700811,-2.165464286,0.59624682,0.685714286,2
2840,38,66,False,0,0,0.59,0.59,0.85,1.91,1.38,2.39068842,2.0478,-1.942821429,0.625396664,0.607142857,0
2841,38,67,False,3,5,0.69,0.59,0.58,1.91,1.63,2.39068842,1.758039163,-1.475535714,0.746390491,0.414285714,1
2842,38,68,False,3,5,0.69,0.59,0.66,1.91,2.36,2.39068842,1.7456,-1.437642857,0.717404453,0.471428571,1
2843,38,69,False,0,0,0.59,0.59,0.9,1.91,1.22,2.39068842,2.235124352,-2.065285714,0.611801085,0.642857143,2
2844,38,70,False,0,0,0.59,0.59,0.95,1.91,1.1,2.39068842,2.223980699,-2.179321429,0.59878404,0.678571429,2
2845,38,71,False,0,0,0.59,0.59,0.74,1.91,1.65,2.39068842,2.096140752,-1.690678571,0.657543222,0.528571429,1
2846,38,72,False,3,5,0.69,0.59,0.72,1.91,1.33,2.39068842,2.043777903,-1.797964286,0.697100553,0.514285714,1
2848,39,0,False,1,1,0.98,0.86,1.12,1.36,1.1,0.0,0.0,-3.027,0.667823071,0.8,1
2849,39,1,False,1,1,0.98,0.86,0.95,1.36,1.93,0.0,2.488353231,-2.401357143,0.716133676,0.678571429,1
2850,39,2,False,1,1,0.98,0.86,0.54,1.36,1.61,0.0,1.892894405,-1.705071429,0.867481515,0.385714286,3
2851,39,3,False,1,1,0.98,0.86,0.52,1.36,2.18,0.0,1.932227032,-1.466142857,0.876517781,0.371428571,1
2852,39,4,False,1,1,0.98,0.86,0.93,1.36,2.54,0.0,2.31369847,-2.148428571,0.722280746,0.664285714,1
2853,39,5,False,1,1,0.98,0.86,0.27,1.36,2.04,0.0,1.624661665,-1.022285714,1.007733017,0.192857143,1
2854,39,6,False,1,1,0.98,0.86,1.35,1.36,0.89,0.0,2.64009357,-3.553928571,0.611968778,0.964285714,2
2855,39,7,False,1,1,0.98,0.86,0.45,1.36,1.57,0.0,1.803349248,-1.541642857,0.909683318,0.321428571,2
2856,39,8,False,1,1,0.98,0.86,0.9,1.36,2.02,0.0,2.215655462,-2.271285714,0.7317018,0.642857143,1
2857,39,9,False,1,1,0.98,0.86,1.0,1.36,1.0,0.0,2.318139449,-2.825428571,0.701214225,0.714285714,1
2858,39,10,False,1,1,0.98,0.86,0.95,1.36,1.69,0.0,2.286435201,-2.485357143,0.716133676,0.678571429,1
2859,39,11,False,1,1,0.98,0.86,0.94,1.36,1.12,0.0,2.268642439,-2.665142857,0.719194077,0.671428571,1
2860,39,12,False,1,1,0.98,0.86,0.63,1.36,1.88,0.0,1.930310969,-1.788,0.829021743,0.45,1
2861,39,13,False,1,1,0.98,0.86,0.58,1.36,1.66,0.0,1.960053288,-1.766428571,0.849956636,0.414285714,2
2862,39,14,False,1,1,0.98,0.86,1.67,1.36,0.79,0.0,3.009747218,-4.219785714,0.548180501,1.192857143,0
